method	path	tree	basis	tags	operationId
POST	/api/v1/secret-syncs/bitbucket	core	source	Secret Syncs	createBitbucketSecretSync
GET	/api/v1/secret-syncs/bitbucket/sync-name/{syncName}	core	source	Secret Syncs	getBitbucketSecretSyncByName
GET	/api/v1/secret-syncs/bitbucket/{syncId}	core	source	Secret Syncs	getBitbucketSecretSync
PATCH	/api/v1/secret-syncs/bitbucket/{syncId}	core	source	Secret Syncs	updateBitbucketSecretSync
DELETE	/api/v1/secret-syncs/bitbucket/{syncId}	core	source	Secret Syncs	deleteBitbucketSecretSync
POST	/api/v1/secret-syncs/bitbucket/{syncId}/import-secrets	core	source	Secret Syncs	importBitbucketSecretSyncSecrets
POST	/api/v1/secret-syncs/bitbucket/{syncId}/remove-secrets	core	source	Secret Syncs	removeBitbucketSecretSyncSecrets
POST	/api/v1/secret-syncs/bitbucket/{syncId}/sync-secrets	core	source	Secret Syncs	syncBitbucketSecretSync
GET	/api/v1/secret-syncs/camunda	core	source	Secret Syncs	listCamundaSecretSyncs
POST	/api/v1/secret-syncs/camunda	core	source	Secret Syncs	createCamundaSecretSync
GET	/api/v1/secret-syncs/camunda/sync-name/{syncName}	core	source	Secret Syncs	getCamundaSecretSyncByName
GET	/api/v1/secret-syncs/camunda/{syncId}	core	source	Secret Syncs	getCamundaSecretSync
PATCH	/api/v1/secret-syncs/camunda/{syncId}	core	source	Secret Syncs	updateCamundaSecretSync
DELETE	/api/v1/secret-syncs/camunda/{syncId}	core	source	Secret Syncs	deleteCamundaSecretSync
POST	/api/v1/secret-syncs/camunda/{syncId}/import-secrets	core	source	Secret Syncs	importCamundaSecretSyncSecrets
POST	/api/v1/secret-syncs/camunda/{syncId}/remove-secrets	core	source	Secret Syncs	removeCamundaSecretSyncSecrets
POST	/api/v1/secret-syncs/camunda/{syncId}/sync-secrets	core	source	Secret Syncs	syncCamundaSecretSync
GET	/api/v1/secret-syncs/checkly	core	source	Secret Syncs	listChecklySecretSyncs
POST	/api/v1/secret-syncs/checkly	core	source	Secret Syncs	createChecklySecretSync
GET	/api/v1/secret-syncs/checkly/sync-name/{syncName}	core	source	Secret Syncs	getChecklySecretSyncByName
GET	/api/v1/secret-syncs/checkly/{syncId}	core	source	Secret Syncs	getChecklySecretSync
PATCH	/api/v1/secret-syncs/checkly/{syncId}	core	source	Secret Syncs	updateChecklySecretSync
DELETE	/api/v1/secret-syncs/checkly/{syncId}	core	source	Secret Syncs	deleteChecklySecretSync
POST	/api/v1/secret-syncs/checkly/{syncId}/import-secrets	core	source	Secret Syncs	importChecklySecretSyncSecrets
POST	/api/v1/secret-syncs/checkly/{syncId}/remove-secrets	core	source	Secret Syncs	removeChecklySecretSyncSecrets
POST	/api/v1/secret-syncs/checkly/{syncId}/sync-secrets	core	source	Secret Syncs	syncChecklySecretSync
GET	/api/v1/secret-syncs/chef	ee	source	Secret Syncs	listChefSecretSyncs
POST	/api/v1/secret-syncs/chef	ee	source	Secret Syncs	createChefSecretSync
GET	/api/v1/secret-syncs/chef/sync-name/{syncName}	ee	source	Secret Syncs	getChefSecretSyncByName
GET	/api/v1/secret-syncs/chef/{syncId}	ee	source	Secret Syncs	getChefSecretSync
PATCH	/api/v1/secret-syncs/chef/{syncId}	ee	source	Secret Syncs	updateChefSecretSync
DELETE	/api/v1/secret-syncs/chef/{syncId}	ee	source	Secret Syncs	deleteChefSecretSync
POST	/api/v1/secret-syncs/chef/{syncId}/import-secrets	ee	source	Secret Syncs	importChefSecretSyncSecrets
POST	/api/v1/secret-syncs/chef/{syncId}/remove-secrets	ee	source	Secret Syncs	removeChefSecretSyncSecrets
POST	/api/v1/secret-syncs/chef/{syncId}/sync-secrets	ee	source	Secret Syncs	syncChefSecretSync
GET	/api/v1/secret-syncs/circleci	core	source	Secret Syncs	listCircleciSecretSyncs
POST	/api/v1/secret-syncs/circleci	core	source	Secret Syncs	createCircleciSecretSync
GET	/api/v1/secret-syncs/circleci/sync-name/{syncName}	core	source	Secret Syncs	getCircleciSecretSyncByName
GET	/api/v1/secret-syncs/circleci/{syncId}	core	source	Secret Syncs	getCircleciSecretSync
PATCH	/api/v1/secret-syncs/circleci/{syncId}	core	source	Secret Syncs	updateCircleciSecretSync
DELETE	/api/v1/secret-syncs/circleci/{syncId}	core	source	Secret Syncs	deleteCircleciSecretSync
POST	/api/v1/secret-syncs/circleci/{syncId}/import-secrets	core	source	Secret Syncs	importCircleciSecretSyncSecrets
POST	/api/v1/secret-syncs/circleci/{syncId}/remove-secrets	core	source	Secret Syncs	removeCircleciSecretSyncSecrets
POST	/api/v1/secret-syncs/circleci/{syncId}/sync-secrets	core	source	Secret Syncs	syncCircleciSecretSync
GET	/api/v1/secret-syncs/cloud-66	core	source	Secret Syncs	listCloud66SecretSyncs
POST	/api/v1/secret-syncs/cloud-66	core	source	Secret Syncs	createCloud66SecretSync
GET	/api/v1/secret-syncs/cloud-66/sync-name/{syncName}	core	source	Secret Syncs	getCloud66SecretSyncByName
GET	/api/v1/secret-syncs/cloud-66/{syncId}	core	source	Secret Syncs	getCloud66SecretSync
PATCH	/api/v1/secret-syncs/cloud-66/{syncId}	core	source	Secret Syncs	updateCloud66SecretSync
DELETE	/api/v1/secret-syncs/cloud-66/{syncId}	core	source	Secret Syncs	deleteCloud66SecretSync
POST	/api/v1/secret-syncs/cloud-66/{syncId}/import-secrets	core	source	Secret Syncs	importCloud66SecretSyncSecrets
POST	/api/v1/secret-syncs/cloud-66/{syncId}/remove-secrets	core	source	Secret Syncs	removeCloud66SecretSyncSecrets
POST	/api/v1/secret-syncs/cloud-66/{syncId}/sync-secrets	core	source	Secret Syncs	syncCloud66SecretSync
GET	/api/v1/secret-syncs/cloudflare-pages	core	source	Secret Syncs	listCloudflarePagesSecretSyncs
POST	/api/v1/secret-syncs/cloudflare-pages	core	source	Secret Syncs	createCloudflarePagesSecretSync
GET	/api/v1/secret-syncs/cloudflare-pages/sync-name/{syncName}	core	source	Secret Syncs	getCloudflarePagesSecretSyncByName
GET	/api/v1/secret-syncs/cloudflare-pages/{syncId}	core	source	Secret Syncs	getCloudflarePagesSecretSync
PATCH	/api/v1/secret-syncs/cloudflare-pages/{syncId}	core	source	Secret Syncs	updateCloudflarePagesSecretSync
DELETE	/api/v1/secret-syncs/cloudflare-pages/{syncId}	core	source	Secret Syncs	deleteCloudflarePagesSecretSync
POST	/api/v1/secret-syncs/cloudflare-pages/{syncId}/import-secrets	core	source	Secret Syncs	importCloudflarePagesSecretSyncSecrets
POST	/api/v1/secret-syncs/cloudflare-pages/{syncId}/remove-secrets	core	source	Secret Syncs	removeCloudflarePagesSecretSyncSecrets
POST	/api/v1/secret-syncs/cloudflare-pages/{syncId}/sync-secrets	core	source	Secret Syncs	syncCloudflarePagesSecretSync
GET	/api/v1/secret-syncs/cloudflare-workers	core	source	Secret Syncs	listCloudflareWorkersSecretSyncs
POST	/api/v1/secret-syncs/cloudflare-workers	core	source	Secret Syncs	createCloudflareWorkersSecretSync
GET	/api/v1/secret-syncs/cloudflare-workers/sync-name/{syncName}	core	source	Secret Syncs	getCloudflareWorkersSecretSyncByName
GET	/api/v1/secret-syncs/cloudflare-workers/{syncId}	core	source	Secret Syncs	getCloudflareWorkersSecretSync
PATCH	/api/v1/secret-syncs/cloudflare-workers/{syncId}	core	source	Secret Syncs	updateCloudflareWorkersSecretSync
DELETE	/api/v1/secret-syncs/cloudflare-workers/{syncId}	core	source	Secret Syncs	deleteCloudflareWorkersSecretSync
POST	/api/v1/secret-syncs/cloudflare-workers/{syncId}/import-secrets	core	source	Secret Syncs	importCloudflareWorkersSecretSyncSecrets
POST	/api/v1/secret-syncs/cloudflare-workers/{syncId}/remove-secrets	core	source	Secret Syncs	removeCloudflareWorkersSecretSyncSecrets
POST	/api/v1/secret-syncs/cloudflare-workers/{syncId}/sync-secrets	core	source	Secret Syncs	syncCloudflareWorkersSecretSync
GET	/api/v1/secret-syncs/databricks	core	source	Secret Syncs	listDatabricksSecretSyncs
POST	/api/v1/secret-syncs/databricks	core	source	Secret Syncs	createDatabricksSecretSync
GET	/api/v1/secret-syncs/databricks/sync-name/{syncName}	core	source	Secret Syncs	getDatabricksSecretSyncByName
GET	/api/v1/secret-syncs/databricks/{syncId}	core	source	Secret Syncs	getDatabricksSecretSync
PATCH	/api/v1/secret-syncs/databricks/{syncId}	core	source	Secret Syncs	updateDatabricksSecretSync
DELETE	/api/v1/secret-syncs/databricks/{syncId}	core	source	Secret Syncs	deleteDatabricksSecretSync
POST	/api/v1/secret-syncs/databricks/{syncId}/import-secrets	core	source	Secret Syncs	importDatabricksSecretSyncSecrets
POST	/api/v1/secret-syncs/databricks/{syncId}/remove-secrets	core	source	Secret Syncs	removeDatabricksSecretSyncSecrets
POST	/api/v1/secret-syncs/databricks/{syncId}/sync-secrets	core	source	Secret Syncs	syncDatabricksSecretSync
GET	/api/v1/secret-syncs/devin	core	source	Secret Syncs	listDevinSecretSyncs
POST	/api/v1/secret-syncs/devin	core	source	Secret Syncs	createDevinSecretSync
GET	/api/v1/secret-syncs/devin/sync-name/{syncName}	core	source	Secret Syncs	getDevinSecretSyncByName
GET	/api/v1/secret-syncs/devin/{syncId}	core	source	Secret Syncs	getDevinSecretSync
PATCH	/api/v1/secret-syncs/devin/{syncId}	core	source	Secret Syncs	updateDevinSecretSync
DELETE	/api/v1/secret-syncs/devin/{syncId}	core	source	Secret Syncs	deleteDevinSecretSync
POST	/api/v1/secret-syncs/devin/{syncId}/import-secrets	core	source	Secret Syncs	importDevinSecretSyncSecrets
POST	/api/v1/secret-syncs/devin/{syncId}/remove-secrets	core	source	Secret Syncs	removeDevinSecretSyncSecrets
POST	/api/v1/secret-syncs/devin/{syncId}/sync-secrets	core	source	Secret Syncs	syncDevinSecretSync
GET	/api/v1/secret-syncs/digital-ocean-app-platform	core	source	Secret Syncs	listDigitalOceanAppPlatformSecretSyncs
POST	/api/v1/secret-syncs/digital-ocean-app-platform	core	source	Secret Syncs	createDigitalOceanAppPlatformSecretSync
GET	/api/v1/secret-syncs/digital-ocean-app-platform/sync-name/{syncName}	core	source	Secret Syncs	getDigitalOceanAppPlatformSecretSyncByName
GET	/api/v1/secret-syncs/digital-ocean-app-platform/{syncId}	core	source	Secret Syncs	getDigitalOceanAppPlatformSecretSync
PATCH	/api/v1/secret-syncs/digital-ocean-app-platform/{syncId}	core	source	Secret Syncs	updateDigitalOceanAppPlatformSecretSync
DELETE	/api/v1/secret-syncs/digital-ocean-app-platform/{syncId}	core	source	Secret Syncs	deleteDigitalOceanAppPlatformSecretSync
POST	/api/v1/secret-syncs/digital-ocean-app-platform/{syncId}/import-secrets	core	source	Secret Syncs	importDigitalOceanAppPlatformSecretSyncSecrets
POST	/api/v1/secret-syncs/digital-ocean-app-platform/{syncId}/remove-secrets	core	source	Secret Syncs	removeDigitalOceanAppPlatformSecretSyncSecrets
POST	/api/v1/secret-syncs/digital-ocean-app-platform/{syncId}/sync-secrets	core	source	Secret Syncs	syncDigitalOceanAppPlatformSecretSync
GET	/api/v1/secret-syncs/external-infisical	core	source	Secret Syncs	listExternalInfisicalSecretSyncs
POST	/api/v1/secret-syncs/external-infisical	core	source	Secret Syncs	createExternalInfisicalSecretSync
GET	/api/v1/secret-syncs/external-infisical/sync-name/{syncName}	core	source	Secret Syncs	getExternalInfisicalSecretSyncByName
GET	/api/v1/secret-syncs/external-infisical/{syncId}	core	source	Secret Syncs	getExternalInfisicalSecretSync
PATCH	/api/v1/secret-syncs/external-infisical/{syncId}	core	source	Secret Syncs	updateExternalInfisicalSecretSync
DELETE	/api/v1/secret-syncs/external-infisical/{syncId}	core	source	Secret Syncs	deleteExternalInfisicalSecretSync
POST	/api/v1/secret-syncs/external-infisical/{syncId}/import-secrets	core	source	Secret Syncs	importExternalInfisicalSecretSyncSecrets
POST	/api/v1/secret-syncs/external-infisical/{syncId}/remove-secrets	core	source	Secret Syncs	removeExternalInfisicalSecretSyncSecrets
POST	/api/v1/secret-syncs/external-infisical/{syncId}/sync-secrets	core	source	Secret Syncs	syncExternalInfisicalSecretSync
GET	/api/v1/secret-syncs/flyio	core	source	Secret Syncs	listFlyioSecretSyncs
POST	/api/v1/secret-syncs/flyio	core	source	Secret Syncs	createFlyioSecretSync
GET	/api/v1/secret-syncs/flyio/sync-name/{syncName}	core	source	Secret Syncs	getFlyioSecretSyncByName
GET	/api/v1/secret-syncs/flyio/{syncId}	core	source	Secret Syncs	getFlyioSecretSync
PATCH	/api/v1/secret-syncs/flyio/{syncId}	core	source	Secret Syncs	updateFlyioSecretSync
DELETE	/api/v1/secret-syncs/flyio/{syncId}	core	source	Secret Syncs	deleteFlyioSecretSync
POST	/api/v1/secret-syncs/flyio/{syncId}/import-secrets	core	source	Secret Syncs	importFlyioSecretSyncSecrets
POST	/api/v1/secret-syncs/flyio/{syncId}/remove-secrets	core	source	Secret Syncs	removeFlyioSecretSyncSecrets
POST	/api/v1/secret-syncs/flyio/{syncId}/sync-secrets	core	source	Secret Syncs	syncFlyioSecretSync
GET	/api/v1/secret-syncs/gcp-secret-manager	core	source	Secret Syncs	listGcpSecretManagerSecretSyncs
POST	/api/v1/secret-syncs/gcp-secret-manager	core	source	Secret Syncs	createGcpSecretManagerSecretSync
GET	/api/v1/secret-syncs/gcp-secret-manager/sync-name/{syncName}	core	source	Secret Syncs	getGcpSecretManagerSecretSyncByName
GET	/api/v1/secret-syncs/gcp-secret-manager/{syncId}	core	source	Secret Syncs	getGcpSecretManagerSecretSync
PATCH	/api/v1/secret-syncs/gcp-secret-manager/{syncId}	core	source	Secret Syncs	updateGcpSecretManagerSecretSync
DELETE	/api/v1/secret-syncs/gcp-secret-manager/{syncId}	core	source	Secret Syncs	deleteGcpSecretManagerSecretSync
POST	/api/v1/secret-syncs/gcp-secret-manager/{syncId}/import-secrets	core	source	Secret Syncs	importGcpSecretManagerSecretSyncSecrets
POST	/api/v1/secret-syncs/gcp-secret-manager/{syncId}/remove-secrets	core	source	Secret Syncs	removeGcpSecretManagerSecretSyncSecrets
POST	/api/v1/secret-syncs/gcp-secret-manager/{syncId}/sync-secrets	core	source	Secret Syncs	syncGcpSecretManagerSecretSync
GET	/api/v1/secret-syncs/github	core	source	Secret Syncs	listGitHubSecretSyncs
POST	/api/v1/secret-syncs/github	core	source	Secret Syncs	createGitHubSecretSync
GET	/api/v1/secret-syncs/github/sync-name/{syncName}	core	source	Secret Syncs	getGitHubSecretSyncByName
GET	/api/v1/secret-syncs/github/{syncId}	core	source	Secret Syncs	getGitHubSecretSync
PATCH	/api/v1/secret-syncs/github/{syncId}	core	source	Secret Syncs	updateGitHubSecretSync
DELETE	/api/v1/secret-syncs/github/{syncId}	core	source	Secret Syncs	deleteGitHubSecretSync
POST	/api/v1/secret-syncs/github/{syncId}/import-secrets	core	source	Secret Syncs	importGitHubSecretSyncSecrets
POST	/api/v1/secret-syncs/github/{syncId}/remove-secrets	core	source	Secret Syncs	removeGitHubSecretSyncSecrets
POST	/api/v1/secret-syncs/github/{syncId}/sync-secrets	core	source	Secret Syncs	syncGitHubSecretSync
GET	/api/v1/secret-syncs/gitlab	core	source	Secret Syncs	listGitLabSecretSyncs
POST	/api/v1/secret-syncs/gitlab	core	source	Secret Syncs	createGitLabSecretSync
GET	/api/v1/secret-syncs/gitlab/sync-name/{syncName}	core	source	Secret Syncs	getGitLabSecretSyncByName
GET	/api/v1/secret-syncs/gitlab/{syncId}	core	source	Secret Syncs	getGitLabSecretSync
PATCH	/api/v1/secret-syncs/gitlab/{syncId}	core	source	Secret Syncs	updateGitLabSecretSync
DELETE	/api/v1/secret-syncs/gitlab/{syncId}	core	source	Secret Syncs	deleteGitLabSecretSync
POST	/api/v1/secret-syncs/gitlab/{syncId}/import-secrets	core	source	Secret Syncs	importGitLabSecretSyncSecrets
POST	/api/v1/secret-syncs/gitlab/{syncId}/remove-secrets	core	source	Secret Syncs	removeGitLabSecretSyncSecrets
POST	/api/v1/secret-syncs/gitlab/{syncId}/sync-secrets	core	source	Secret Syncs	syncGitLabSecretSync
GET	/api/v1/secret-syncs/hashicorp-vault	core	source	Secret Syncs	listHashicorpVaultSecretSyncs
POST	/api/v1/secret-syncs/hashicorp-vault	core	source	Secret Syncs	createHashicorpVaultSecretSync
GET	/api/v1/secret-syncs/hashicorp-vault/sync-name/{syncName}	core	source	Secret Syncs	getHashicorpVaultSecretSyncByName
GET	/api/v1/secret-syncs/hashicorp-vault/{syncId}	core	source	Secret Syncs	getHashicorpVaultSecretSync
PATCH	/api/v1/secret-syncs/hashicorp-vault/{syncId}	core	source	Secret Syncs	updateHashicorpVaultSecretSync
DELETE	/api/v1/secret-syncs/hashicorp-vault/{syncId}	core	source	Secret Syncs	deleteHashicorpVaultSecretSync
POST	/api/v1/secret-syncs/hashicorp-vault/{syncId}/import-secrets	core	source	Secret Syncs	importHashicorpVaultSecretSyncSecrets
POST	/api/v1/secret-syncs/hashicorp-vault/{syncId}/remove-secrets	core	source	Secret Syncs	removeHashicorpVaultSecretSyncSecrets
POST	/api/v1/secret-syncs/hashicorp-vault/{syncId}/sync-secrets	core	source	Secret Syncs	syncHashicorpVaultSecretSync
GET	/api/v1/secret-syncs/hasura-cloud	core	source	Secret Syncs	listHasuraCloudSecretSyncs
POST	/api/v1/secret-syncs/hasura-cloud	core	source	Secret Syncs	createHasuraCloudSecretSync
GET	/api/v1/secret-syncs/hasura-cloud/sync-name/{syncName}	core	source	Secret Syncs	getHasuraCloudSecretSyncByName
GET	/api/v1/secret-syncs/hasura-cloud/{syncId}	core	source	Secret Syncs	getHasuraCloudSecretSync
PATCH	/api/v1/secret-syncs/hasura-cloud/{syncId}	core	source	Secret Syncs	updateHasuraCloudSecretSync
DELETE	/api/v1/secret-syncs/hasura-cloud/{syncId}	core	source	Secret Syncs	deleteHasuraCloudSecretSync
POST	/api/v1/secret-syncs/hasura-cloud/{syncId}/import-secrets	core	source	Secret Syncs	importHasuraCloudSecretSyncSecrets
POST	/api/v1/secret-syncs/hasura-cloud/{syncId}/remove-secrets	core	source	Secret Syncs	removeHasuraCloudSecretSyncSecrets
POST	/api/v1/secret-syncs/hasura-cloud/{syncId}/sync-secrets	core	source	Secret Syncs	syncHasuraCloudSecretSync
GET	/api/v1/secret-syncs/heroku	core	source	Secret Syncs	listHerokuSecretSyncs
POST	/api/v1/secret-syncs/heroku	core	source	Secret Syncs	createHerokuSecretSync
GET	/api/v1/secret-syncs/heroku/sync-name/{syncName}	core	source	Secret Syncs	getHerokuSecretSyncByName
GET	/api/v1/secret-syncs/heroku/{syncId}	core	source	Secret Syncs	getHerokuSecretSync
PATCH	/api/v1/secret-syncs/heroku/{syncId}	core	source	Secret Syncs	updateHerokuSecretSync
DELETE	/api/v1/secret-syncs/heroku/{syncId}	core	source	Secret Syncs	deleteHerokuSecretSync
POST	/api/v1/secret-syncs/heroku/{syncId}/import-secrets	core	source	Secret Syncs	importHerokuSecretSyncSecrets
POST	/api/v1/secret-syncs/heroku/{syncId}/remove-secrets	core	source	Secret Syncs	removeHerokuSecretSyncSecrets
POST	/api/v1/secret-syncs/heroku/{syncId}/sync-secrets	core	source	Secret Syncs	syncHerokuSecretSync
GET	/api/v1/secret-syncs/humanitec	core	source	Secret Syncs	listHumanitecSecretSyncs
POST	/api/v1/secret-syncs/humanitec	core	source	Secret Syncs	createHumanitecSecretSync
GET	/api/v1/secret-syncs/humanitec/sync-name/{syncName}	core	source	Secret Syncs	getHumanitecSecretSyncByName
GET	/api/v1/secret-syncs/humanitec/{syncId}	core	source	Secret Syncs	getHumanitecSecretSync
PATCH	/api/v1/secret-syncs/humanitec/{syncId}	core	source	Secret Syncs	updateHumanitecSecretSync
DELETE	/api/v1/secret-syncs/humanitec/{syncId}	core	source	Secret Syncs	deleteHumanitecSecretSync
POST	/api/v1/secret-syncs/humanitec/{syncId}/import-secrets	core	source	Secret Syncs	importHumanitecSecretSyncSecrets
